solute_name,solute_smiles,solvent_name,solvent_smiles,solute_inchikey,S_M,logS_M,MW
4-nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,water,O,OTLNPYWUJOZPPA-BGGKNDAXNA-N,0.001708622,-2.798333334,167.12
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,1-propanol,CCCO,KGCNHWXDPDPSBV-UHFFFAOYNA-N,0.255929776,-0.591879183,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,acetone,CC(=O)C,KGCNHWXDPDPSBV-UHFFFAOYNA-N,3.200912913,0.505273858,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,acetonitrile,CC#N,KGCNHWXDPDPSBV-UHFFFAOYNA-N,2.837307211,0.452906362,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,benzene,c1ccccc1,KGCNHWXDPDPSBV-UHFFFAOYNA-N,2.327887266,0.366961945,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,carbon tetrachloride,ClC(Cl)(Cl)Cl,KGCNHWXDPDPSBV-UHFFFAOYNA-N,0.562785478,-0.249657118,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,chloroform,ClC(Cl)Cl,KGCNHWXDPDPSBV-UHFFFAOYNA-N,2.734709519,0.436911202,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,ethanol,CCO,KGCNHWXDPDPSBV-UHFFFAOYNA-N,0.309968115,-0.508682978,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,ethyl acetate,O=C(OCC)C,KGCNHWXDPDPSBV-UHFFFAOYNA-N,0.066229231,-1.178950288,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,hexane,CCCCCC,KGCNHWXDPDPSBV-UHFFFAOYNA-N,0.713781937,-0.146434447,171.583
4-nitrobenzyl chloride,ClCc1ccc([N+]([O-])=O)cc1,methanol,CO,KGCNHWXDPDPSBV-UHFFFAOYNA-N,2.255036032,0.353153486,171.583
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],"1,2-dichloroethane",ClCCCl,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.216,-0.665546249,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],"1,4-dioxane",O1CCOCC1,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.413,-0.384049948,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],1-butanol,CCCCO,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0313,-1.504455662,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],1-heptanol,OCCCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0222,-1.653647026,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],1-hexanol,OCCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0232,-1.634512015,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],1-octanol,OCCCCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0196,-1.707743929,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],1-pentanol,OCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0272,-1.565431096,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],1-propanol,CCCO,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0385,-1.41453927,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.000231,-3.63638802,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],2-butanol,OC(C)CC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0306,-1.514278574,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],2-methyl-1-propanol,OCC(C)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0253,-1.596879479,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],2-methyl-2-propanol,OC(C)(C)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0456,-1.341035157,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],2-pentanol,OC(C)CCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0166,-1.779891912,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],2-propanol,CC(O)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0329,-1.482804102,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],3-methyl-1-butanol,OCCC(C)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0252,-1.598599459,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],4-methyl-2-pentanol,OC(C)CC(C)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0222,-1.653647026,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],benzene,c1ccccc1,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0728,-1.137868621,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],butyl acetate,O=C(OCCCC)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.07,-1.15490196,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],carbon tetrachloride,ClC(Cl)(Cl)Cl,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.00589,-2.229884705,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],chlorobenzene,Clc1ccccc1,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.058,-1.236572006,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],cyclohexane,C1CCCCC1,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.000365,-3.437707136,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],decane,C(CCCCCCCC)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.000275,-3.560667306,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],dibutyl ether,O(CCCC)CCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.00295,-2.530177984,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],ethyl acetate,O=C(OCC)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.127,-0.896196279,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],heptane,CCCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.000257,-3.590066877,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],hexane,CCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.000238,-3.623423043,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],methyl tert-butyl ether,O(C(C)(C)C)C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0167,-1.777283529,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],octane,CCCCCCCC,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.000262,-3.581698709,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],toluene,c1ccccc1C,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.0509,-1.293282218,140.098
4-nitropyridine-N-oxide,c1c[n+](ccc1[N+](=O)[O-])[O-],water,O,RXKNNAKAVAHBNK-UHFFFAOYNA-N,0.205,-0.688246139,140.098
4-phenylbutyric acid,O=C(O)CCCc1ccccc1,1-hexanol,OCCCCCC,OBKXEAXTFZPCHS-WXRBYKJCNA-N,0.5,-0.301029996,164.204
4-phenylbutyric acid,O=C(O)CCCc1ccccc1,chloroform,ClC(Cl)Cl,OBKXEAXTFZPCHS-WXRBYKJCNA-N,4.04,0.606381365,164.204
4-phenylbutyric acid,O=C(O)CCCc1ccccc1,diethyl ether,O(CC)CC,OBKXEAXTFZPCHS-WXRBYKJCNA-N,4.13,0.615950052,164.204
4-phenylbutyric acid,O=C(O)CCCc1ccccc1,methanol,OC,OBKXEAXTFZPCHS-WXRBYKJCNA-N,4.8,0.681241237,164.204
4-phenylbutyric acid,O=C(O)CCCc1ccccc1,toluene,c1ccccc1C,OBKXEAXTFZPCHS-WXRBYKJCNA-N,3.67,0.564666064,164.204
4-phenylbutyric acid,O=C(O)CCCc1ccccc1,water,O,OBKXEAXTFZPCHS-WXRBYKJCNA-N,0.01,-2,164.204
4-phenylphenol,c1ccc(cc1)c2ccc(cc2)O,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,YXVFYQXJAXKLAK-UHFFFAOYNA-N,0.00124,-2.906578315,170.211
4-phenylphenol,c1ccc(cc1)c2ccc(cc2)O,acetonitrile,N#CC,YXVFYQXJAXKLAK-UHFFFAOYNA-N,0.884,-0.053547735,170.211
4-phenylphenol,c1ccc(cc1)c2ccc(cc2)O,chloroform,ClC(Cl)Cl,YXVFYQXJAXKLAK-UHFFFAOYNA-N,0.1,-1,170.211
4-phenylphenol,c1ccc(cc1)c2ccc(cc2)O,dibutyl ether,O(CCCC)CCCC,YXVFYQXJAXKLAK-UHFFFAOYNA-N,0.21,-0.677780705,170.211
4-phenylphenol,c1ccc(cc1)c2ccc(cc2)O,methanol,CO,YXVFYQXJAXKLAK-UHFFFAOYNA-N,0.339,-0.469800302,170.211
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,2-propanol,CC(C)O,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.06,-1.22184875,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,DMF,CN(C)C=O,GSBSDUZVSCTUKA-PKSOQXRJNA-N,1.9,0.278753601,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,DMSO,O=S(C)C,GSBSDUZVSCTUKA-PKSOQXRJNA-N,2.066666667,0.31462224,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,THF,O1CCCC1,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.55,-0.259637311,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,chloroform,ClC(Cl)Cl,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.03,-1.522878745,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,dichloromethane,C(Cl)Cl,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.07,-1.15490196,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,diethyl ether,O(CC)CC,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.02,-1.698970004,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,ethanol,OCC,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.06,-1.22184875,288.346
4-pyrenebutanoic acid,O=C(O)CCCc4cc2cccc1ccc3c(c12)c4ccc3,methanol,OC,GSBSDUZVSCTUKA-PKSOQXRJNA-N,0.021,-1.678273662,288.346
5-aminosalicylic acid,O=C(O)c1cc(ccc1O)N,THF,C1CCOC1,KBOPZPXVLCULAV-KZFATGLANA-N,8.374273038,0.922947117,153.137
5-aminosalicylic acid,O=C(O)c1cc(ccc1O)N,carbon tetrachloride,ClC(Cl)(Cl)Cl,KBOPZPXVLCULAV-KZFATGLANA-N,0.034700719,-1.459661527,153.137
5-aminosalicylic acid,O=C(O)c1cc(ccc1O)N,ethanol,CCO,KBOPZPXVLCULAV-KZFATGLANA-N,0.036973517,-1.432109236,153.137
5-aminosalicylic acid,O=C(O)c1cc(ccc1O)N,methanol,CO,KBOPZPXVLCULAV-KZFATGLANA-N,0.042004047,-1.376708864,153.137
5-aminosalicylic acid,O=C(O)c1cc(ccc1O)N,water,O,KBOPZPXVLCULAV-KZFATGLANA-N,0.006606934,-2.180000032,153.137
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,"1,4-dioxane",O1CCOCC1,GKODDAXOSGGARJ-KZFATGLANA-N,0.302954807,-0.518622152,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,2-propanol,CC(C)O,GKODDAXOSGGARJ-KZFATGLANA-N,0.039456309,-1.403883544,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,DMF,CN(C)C=O,GKODDAXOSGGARJ-KZFATGLANA-N,0.850594748,-0.070277303,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,acetonitrile,CC#N,GKODDAXOSGGARJ-KZFATGLANA-N,0.108572539,-0.964280006,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,dichloromethane,ClCCl,GKODDAXOSGGARJ-KZFATGLANA-N,0.25068262,-0.600875775,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,ethanol,CCO,GKODDAXOSGGARJ-KZFATGLANA-N,0.07088662,-1.149435731,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,ethyl acetate,O=C(OCC)C,GKODDAXOSGGARJ-KZFATGLANA-N,0.101954786,-0.991592383,165.123
5-fluoroisatin,Fc1cc2c(cc1)NC(=O)C2=O,methanol,CO,GKODDAXOSGGARJ-KZFATGLANA-N,0.151229646,-0.820363064,165.123
5-fluorouracil,c1c(c(=O)[nH]c(=O)[nH]1)F,1-octanol,OCCCCCCCC,GHASVSINZRGABV-ZDKSUBDRNA-N,0.004570882,-2.33999999,130.078
5-fluorouracil,c1c(c(=O)[nH]c(=O)[nH]1)F,DMSO,CS(=O)C,GHASVSINZRGABV-ZDKSUBDRNA-N,1.053701427,0.022717568,130.078
5-fluorouracil,c1c(c(=O)[nH]c(=O)[nH]1)F,water,O,GHASVSINZRGABV-ZDKSUBDRNA-N,0.09491333,-1.024999999,130.078
5-hydroxybenzoic acid,O=C(O)c1cc(O)ccc1,water,O,IJFXRHURBJZNAO-BGGKNDAXNA-N,0.034324167,-1.464399994,138.122
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,1-butanol,CCCCO,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.019975674,-1.699498558,129.55
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,DMF,CN(C)C=O,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.420074523,-0.376673657,129.55
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,acetone,CC(=O)C,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.044937142,-1.347394552,129.55
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,ethanol,CCO,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.034920405,-1.456920728,129.55
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,ethyl acetate,O=C(OCC)C,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.013590799,-1.86675501,129.55
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,methanol,CO,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.090738224,-1.042209725,129.55
6-chloropyridazin-3-amine,c1cc(nnc1N)Cl,toluene,Cc1ccccc1,DTXVKPOKPFWSFF-MDVJYLRGNA-N,0.000475489,-3.322859526,129.55
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-butanol,OCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.37,-0.431798276,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-decanol,OCCCCCCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.42,-0.37675071,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-heptanol,OCCCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.43,-0.366531544,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-hexanol,OCCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.41,-0.387216143,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-octanol,OCCCCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.43,-0.366531544,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-pentanol,OCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.41,-0.387216143,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,1-propanol,OCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.38,-0.420216403,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.07,-1.15490196,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,2-butanol,OC(C)CC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.33,-0.48148606,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,2-methyl-1-propanol,OCC(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.25,-0.602059991,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,2-methyl-2-propanol,OC(C)(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.31,-0.508638306,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,2-pentanol,OC(C)CCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.35,-0.455931956,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,2-propanol,OC(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.29,-0.537602002,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,3-methyl-1-butanol,OCCC(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.31,-0.508638306,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,4-methyl-2-pentanol,OC(C)CC(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.29,-0.537602002,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,acetonitrile,N#CC,YLQWCDOCJODRMT-UHFFFAOYNA-N,1.57,0.195899652,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,benzene,c1ccccc1,YLQWCDOCJODRMT-UHFFFAOYNA-N,2.61,0.416640507,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,carbon tetrachloride,ClC(Cl)(Cl)Cl,YLQWCDOCJODRMT-UHFFFAOYNA-N,1.83,0.26245109,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,cyclohexane,C1CCCCC1,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.15,-0.823908741,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,decane,C(CCCCCCCC)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.12,-0.920818754,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,dibutyl ether,O(CCCC)CCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.37,-0.431798276,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,dichloromethane,ClCCl,YLQWCDOCJODRMT-UHFFFAOYNA-N,4.03,0.605305046,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,diethyl ether,O(CC)CC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.88,-0.055517328,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,diisopropyl ether,O(C(C)C)C(C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.37,-0.431798276,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,ethanol,OCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,3.08,0.488550717,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,heptane,CCCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.11,-0.958607315,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,hexane,CCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.1,-1,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,methanol,OC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.37,-0.431798276,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,methyl tert-butyl ether,O(C(C)(C)C)C,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.76,-0.119186408,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,octane,CCCCCCCC,YLQWCDOCJODRMT-UHFFFAOYNA-N,0.11,-0.958607315,180.206
9-fluorenone,O=C3c1ccccc1c2c3cccc2,toluene,c1ccccc1C,YLQWCDOCJODRMT-UHFFFAOYNA-N,2.17,0.336459734,180.206
D-fructose,O[C@H]1[C@H](O)[C@H](O[C@]1(O)CO)CO,ethanol,CCO,RFSUNEUAIZKAJO-ARQDHWQXNA-N,0.063081864,-1.200095482,180.156
D-fructose,O[C@H]1[C@H](O)[C@H](O[C@]1(O)CO)CO,water,O,RFSUNEUAIZKAJO-ARQDHWQXNA-N,4.365158322,0.64,180.156
D-glucose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,DMSO,CS(=O)C,WQZGKKKJIJFFOK-GASJEMHNNA-N,2.397914222,0.379833643,180.156
D-glucose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,ethanol,CCO,WQZGKKKJIJFFOK-GASJEMHNNA-N,0.022837247,-1.641356251,180.156
D-glucose,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,water,O,WQZGKKKJIJFFOK-GASJEMHNNA-N,5.495408739,0.74,180.156
D-glucose,O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO,DMSO,CS(=O)C,WQZGKKKJIJFFOK-GASJEMHNNA-N,2.9974,0.476744703,180.156
D-glucose,O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO,THF,O1CCCC1,WQZGKKKJIJFFOK-GASJEMHNNA-N,0.016,-2.110924375,180.156
D-glucose,O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO,ethanol,OCC,WQZGKKKJIJFFOK-GASJEMHNNA-N,0.0055,-2.5,180.156
D-glucose,O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO,methanol,OC,WQZGKKKJIJFFOK-GASJEMHNNA-N,0.037,-1.460409377,180.156
D-glucose,O[C@H]1[C@H](O)[C@H](OC(O)[C@@H]1O)CO,water,O,WQZGKKKJIJFFOK-GASJEMHNNA-N,5.04563,0.7029154,180.156
L-glutamic acid,C(CC(=O)O)[C@@H](C(=O)O)N,1-propanol,CCCO,WHUUTDBJXJRKMK-IQTGVIGANA-N,0.001123547,-2.949408756,147.13
L-glutamic acid,C(CC(=O)O)[C@@H](C(=O)O)N,DMSO,CS(=O)C,WHUUTDBJXJRKMK-IQTGVIGANA-N,0.000135332,-3.8685995,147.13
L-glutamic acid,C(CC(=O)O)[C@@H](C(=O)O)N,acetone,CC(=O)C,WHUUTDBJXJRKMK-IQTGVIGANA-N,0.003572831,-2.446987526,147.13
L-glutamic acid,C(CC(=O)O)[C@@H](C(=O)O)N,ethanol,CCO,WHUUTDBJXJRKMK-IQTGVIGANA-N,0.00125831,-2.900212352,147.13
L-glutamic acid,C(CC(=O)O)[C@@H](C(=O)O)N,methanol,CO,WHUUTDBJXJRKMK-IQTGVIGANA-N,0.001032352,-2.986172197,147.13
N-(4-Chlorophenyl)-2-isonicotinoylhydrazinecarbothioamide,O=C(NNC(=S)Nc1ccc(Cl)cc1)c2ccncc2,2-propanol,CC(O)C,QVPPQDAPAFWTCK-DZQFSFFNNA-N,0.01502126,-1.823293637,306.778
N-(4-Chlorophenyl)-2-isonicotinoylhydrazinecarbothioamide,O=C(NNC(=S)Nc1ccc(Cl)cc1)c2ccncc2,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,QVPPQDAPAFWTCK-DZQFSFFNNA-N,0.300985651,-0.521454208,306.778
N-(4-Chlorophenyl)-2-isonicotinoylhydrazinecarbothioamide,O=C(NNC(=S)Nc1ccc(Cl)cc1)c2ccncc2,ethanol,CCO,QVPPQDAPAFWTCK-DZQFSFFNNA-N,0.011222447,-1.949912437,306.778
N-(4-Chlorophenyl)-2-isonicotinoylhydrazinecarbothioamide,O=C(NNC(=S)Nc1ccc(Cl)cc1)c2ccncc2,ethylene glycol,OCCO,QVPPQDAPAFWTCK-DZQFSFFNNA-N,0.133690203,-0.873900417,306.778
N-(4-Dimethylaminobenzylidene)aniline,CN(C)c1ccc(cc1)C=Nc2ccccc2,methanol,CO,MFFDJRYGVWMCQY-UHFFFAOYNA-N,0.134,-0.872895202,224.307
N-(4-Dimethylaminobenzylidene)aniline,CN(C)c1ccc(cc1)C=Nc2ccccc2,trifluoroethanol,FC(F)(F)CO,MFFDJRYGVWMCQY-UHFFFAOYNA-N,2.472,0.393048466,224.307
N-(4-methoxybenzylidene)aniline,COc1ccc(cc1)C=Nc2ccccc2,methanol,CO,MSWPGMRTURVKRJ-UHFFFAOYNA-N,0.909,-0.041436117,211.264
"N-[(4-bromo-3,5-difluoro)phenyl]maleimide",Fc1cc(cc(F)c1Br)N2C(=O)C=CC2=O,"1,4-dioxane",O1CCOCC1,HEWGVSGLMQJYHJ-UHFFFAOYNA-N,0.01862343,-1.729940329,288.047
"N-[(4-bromo-3,5-difluoro)phenyl]maleimide",Fc1cc(cc(F)c1Br)N2C(=O)C=CC2=O,DMF,CN(C)C=O,HEWGVSGLMQJYHJ-UHFFFAOYNA-N,0.295547103,-0.529373293,288.047
"N-[(4-bromo-3,5-difluoro)phenyl]maleimide",Fc1cc(cc(F)c1Br)N2C(=O)C=CC2=O,DMSO,CS(=O)C,HEWGVSGLMQJYHJ-UHFFFAOYNA-N,0.204840508,-0.688584156,288.047
"N-[(4-bromo-3,5-difluoro)phenyl]maleimide",Fc1cc(cc(F)c1Br)N2C(=O)C=CC2=O,butanone,CCC(=O)C,HEWGVSGLMQJYHJ-UHFFFAOYNA-N,0.118641913,-0.925761859,288.047
"N-[(4-bromo-3,5-difluoro)phenyl]maleimide",Fc1cc(cc(F)c1Br)N2C(=O)C=CC2=O,toluene,Cc1ccccc1,HEWGVSGLMQJYHJ-UHFFFAOYNA-N,0.037066975,-1.431012855,288.047
N-phenyl-4-methyl-3-nitrobenzohydroxamic acid,C1(=CC=CC=C1)N(O)C(C2=CC(=C(C=C2)C)[N+](=O)[O-])=O,1-octanol,CCCCCCCCO,OIGXDZJSRMPECU-UHFFFAOYNA-N,1.169,0.067814511,272.26
N-phenyl-4-methyl-3-nitrobenzohydroxamic acid,C1(=CC=CC=C1)N(O)C(C2=CC(=C(C=C2)C)[N+](=O)[O-])=O,1-propanol,CCCO,OIGXDZJSRMPECU-UHFFFAOYNA-N,0.05,-1.301029996,272.26
